@relation  ahmet

@attribute nbumps3 real
@attribute nbumps4 real
@attribute nbumps5 real
@attribute nbumps6 real
@attribute nbumps7 real
@attribute nbumps8 real
@attribute energy real
@attribute maxenergy real
@attribute nbumps15 real
@attribute nbumps20 real
@attribute class {g,h}


@data
53.5736,25.803,3.5737,0.1956,0.0986,39.2808,58.4267,14.9922,7.596,171.407,g
29.1123,18.0166,2.635,0.3175,0.1657,11.2887,26.7753,-10.7571,36.953,190.445,g
74.4746,13.4246,2.9717,0.2818,0.1435,18.4636,76.5354,-9.3669,5.847,286.639,g
29.4259,17.0431,2.4526,0.3633,0.2028,-14.6546,-15.5914,8.1478,45.059,142.487,g
40.749,26.1492,3.2122,0.1933,0.1009,29.9765,-24.5987,8.9177,8.364,169.123,g
33.8898,17.6924,2.9647,0.3026,0.1719,13.8792,25.8841,7.6886,6.891,90.7788,g
85.6478,20.1038,3.3537,0.2719,0.2004,-43.2684,61.6568,-19.4233,0.7472,318.342,g
21.4944,10.4204,2.2304,0.5588,0.3088,-4.4301,16.7152,-8.5553,14.8311,207.058,g
35.9225,14.7049,2.5224,0.3093,0.1607,-5.9833,-17.4181,12.4547,2.969,131.396,g
38.5491,19.1817,3.0384,0.2947,0.1515,-2.0615,27.1747,-7.9478,7.8488,156.407,g
32.0949,13.4114,2.6915,0.4049,0.237,40.987,17.3007,6.6499,14.233,197.379,g
29.9358,23.5957,2.7427,0.302,0.1691,21.8132,13.6714,-14.6917,39.0829,143.347,g
24.8738,19.3399,2.7675,0.3194,0.1648,24.2257,-13.6964,-11.409,31.2269,68.9708,g
13.1469,10.548,2.2467,0.7819,0.4788,-13.3907,-4.7953,10.6172,27.3603,225.093,g
23.6426,0,2.3149,0.7312,0.3705,2.7603,-12.9376,0,0,122.76,g
36.2124,9.5335,2.3838,0.3884,0.1963,-22.2515,-24.4503,-5.3397,27.4653,53.5635,g
31.3143,18.0536,2.873,0.284,0.1721,1.2051,14.7875,12.6812,1.6985,183.056,g
80.0634,31.6829,3.7285,0.1104,0.0556,30.1971,73.1529,-12.4444,0.57,286.451,g
45.5567,16.8422,2.9263,0.2749,0.1404,33.8612,24.1014,-10.3577,3.378,214.16,g
20.5056,12.823,2.3531,0.51,0.2683,9.9865,14.0662,8.7369,1.701,205.635,g
88.6611,23.5917,3.3842,0.1866,0.0981,41.6122,91.629,11.0464,0.71,279.442,g
23.8669,15.7684,2.639,0.4271,0.2514,-16.3651,-17.0472,-11.9383,20.646,118.458,g
29.669,19.4103,2.5521,0.4011,0.223,-22.4237,-21.0367,-13.4138,12.24,232.553,g
32.4734,11.2154,2.7271,0.4799,0.3008,15.6316,30.4684,-10.7728,6.915,93.2392,g
91.9495,29.2949,3.3654,0.2233,0.1416,-48.1293,43.1926,22.0904,4.1635,291.833,g
48.6413,19.3526,2.8048,0.2978,0.1654,37.0506,20.0806,14.8701,11.287,214.847,g
12.691,11.6996,2.0233,0.7109,0.3839,15.6692,-8.7521,10.1028,79.5407,164.163,g
23.2097,19.4279,2.7251,0.3823,0.2269,11.7908,20.3361,-7.0757,24.8586,168.656,g
43.1149,20.6045,2.9609,0.2615,0.1537,38.0039,23.6864,5.8435,2.4098,168.887,g
34.3373,16.4943,2.8109,0.3246,0.1862,-2.201,-29.0313,-12.3771,48.259,30.8191,g
50.1872,27.6518,3.4718,0.1859,0.096,14.543,53.802,-10.5164,17.073,93.8376,g
43.9615,20.2437,3.1313,0.2092,0.109,-27.2263,-20.6041,14.3218,6.846,189.616,g
24.598,12.202,2.5955,0.4492,0.2297,-16.8541,-16.6278,5.8666,8.0075,190.772,g
40.9468,18.4822,2.7882,0.2492,0.1278,8.9986,-21.5671,-8.7772,3.655,188.205,g
33.1959,11.5356,2.6289,0.4324,0.2902,25.683,27.794,9.2649,6.484,182.24,g
35.5524,15.3608,2.7945,0.3579,0.1806,-10.5469,22.0225,6.9349,13.69,166.058,g
18.1069,10.398,2.2788,0.6158,0.3447,21.4803,11.3674,-4.8388,45.778,145.226,g
23.3353,20.2994,2.6721,0.3298,0.1755,-19.4629,-17.4883,7.5957,29.1324,184.927,g
31.8025,12.3285,2.3502,0.3929,0.2076,-15.7609,-6.2242,-10.7083,9.822,228.486,g
19.8547,11.7229,2.4807,0.6017,0.3851,-4.6572,13.4459,-5.3479,42.523,104.52,g
72.7983,23.2986,3.3429,0.1589,0.0815,46.2421,59.0347,12.2292,7.4414,206.648,g
18.0762,11.9477,2.4464,0.5868,0.3989,3.1824,-10.1699,-11.3148,20.997,130.658,g
19.6908,9.72,2.3054,0.5792,0.3243,-24.1813,-9.5954,3.0192,25.149,174.422,g
92.3205,31.3727,3.0948,0.1704,0.0993,96.7367,-55.23,-17.7369,2.0919,246.786,g
18.9658,7.402,2.1414,0.7798,0.4585,-3.1037,8.6013,-3.4053,76.0739,165.641,g
38.525,28.8308,3.0257,0.2375,0.1513,15.7854,11.6545,-18.0274,2.3112,119.196,g
109.37,7.2912,2.4116,0.6705,0.3973,-50.3473,-90.9952,5.8806,0.589,371.095,g
31.0208,10.3206,2.5218,0.5444,0.2992,-37.1024,-15.7849,-7.8747,8.2969,189.763,g
37.6758,25.6146,3.6018,0.2457,0.1335,19.5589,28.2246,-12.2202,20.1948,71.4024,g
68.6967,24.7983,3.1733,0.1858,0.0996,19.6607,76.9693,23.1282,3.4614,178.712,g
22.7946,17.6215,2.2889,0.473,0.2442,-25.018,-12.1896,-12.0047,37.2132,173.349,g
72.912,10.4211,2.6693,0.394,0.2131,20.5709,77.5674,4.8373,9.402,235.075,g
74.1464,20.7143,2.7348,0.2799,0.1427,-31.1356,53.6291,19.484,4.802,300.163,g
58.4387,17.4136,2.9342,0.2641,0.139,82.5458,42.7297,16.8556,3.1218,265.076,g
62.1547,22.8527,3.4072,0.1805,0.0949,-15.0925,43.1847,11.8992,3.4278,222.286,g
18.7703,10.0147,2.4031,0.6166,0.3577,21.682,11.9557,-4.6444,50.86,194.863,g
24.1417,18.2322,2.7853,0.3885,0.2287,3.201,-13.1804,3.5891,89.2231,80.7012,g
85.4576,31.2369,3.2899,0.1354,0.0746,-64.0511,50.385,-16.7292,2.245,297.823,g
54.2845,17.4844,2.6217,0.4683,0.2927,-14.1093,-62.4836,-16.2378,1.7076,211.699,g
19.7692,15.8392,2.6821,0.5489,0.3274,-19.1665,-15.8836,11.4315,83.8778,50.7506,g
20.6147,7.1962,2.1414,0.722,0.3646,2.3508,-10.1138,-5.857,25.643,87.5154,g
53.6832,18.8762,2.8048,0.3777,0.1904,-33.6288,-22.3987,14.2476,0.803,295.812,g
108.261,35.2459,3.9109,0.0908,0.0479,50.724,90.2158,18.3796,1.873,230.846,g
64.713,25.9065,3.5062,0.1649,0.0881,22.1605,56.6713,-9.7075,1.569,209.056,g
63.6676,17.6143,2.5877,0.3256,0.1718,45.3996,63.7663,10.6671,20.872,122.622,g
49.8142,14.8314,2.372,0.5096,0.2781,-46.6986,-30.2335,10.8811,14.103,92.7215,g
47.4667,17.912,2.7181,0.3502,0.2172,57.3802,33.9482,-11.3089,11.762,223.254,g
41.504,21.5189,2.6794,0.249,0.1496,-40.125,-31.0859,17.9862,12.8677,225.89,g
47.1637,19.347,2.9363,0.2606,0.143,30.0344,40.5783,-6.9531,7.132,180.522,g
70.6596,30.9809,3.1274,0.1529,0.0764,-77.6508,48.7238,12.3933,11.138,253.993,g
66.5662,28.6046,3.5894,0.1552,0.0779,35.167,40.3408,20.895,0.4,261.59,g
28.3371,24.9896,2.968,0.3337,0.19,27.1233,22.0479,-15.7731,7.208,107.15,g
53.7088,16.6628,2.8695,0.2984,0.1668,20.2522,53.7607,-12.9033,11.677,252.365,g
79.7124,35.2208,3.3244,0.2914,0.1708,10.1771,-28.5291,-18.2423,2.129,340.809,g
30.251,13.6492,2.6946,0.3495,0.1768,-1.3097,17.8866,-9.1995,2.103,154.642,g
20.7708,16.7921,2.5815,0.4404,0.2267,6.1544,11.5784,14.5851,72.2425,228.28,g
27.1848,14.0718,2.4893,0.4052,0.2188,-17.8425,14.9077,7.5929,47.377,183.708,g
66.8289,20.5976,2.8979,0.3896,0.1967,-96.7076,-28.5553,-22.971,5.1606,325.446,g
35.8341,21.9779,2.7864,0.2649,0.148,21.3774,-18.5377,17.1248,6.11,151.76,g
57.8911,22.2757,2.8497,0.2346,0.1435,88.1908,-36.4026,14.4477,8.217,193.871,g
62.7644,25.1345,3.7026,0.1807,0.1001,34.1638,64.2319,-10.954,4.1234,171.784,g
30.3706,22.2166,3.0177,0.3005,0.1531,-18.1745,-15.7373,9.9684,6.7334,160.596,g
23.3751,12.5305,2.3243,0.5924,0.3104,28.3051,4.9827,-7.8915,33.8435,94.5324,g
101.178,26.3345,3.1982,0.152,0.0763,58.0917,109.953,17.8454,3.1693,170.111,g
39.2852,14.4233,2.7396,0.3461,0.1812,47.5036,37.0007,-4.512,11.679,254.953,g
12.7592,11.6189,2.2162,0.7234,0.3678,15.1407,-4.8943,-11.5795,1.2142,105.064,g
34.2513,17.3507,2.7202,0.2762,0.1514,-16.3295,-18.29,11.951,4.939,238.184,g
23.2118,10.7747,2.2455,0.5568,0.304,-23.5159,-19.3164,-10.2216,7.755,114.905,g
43.0546,19.9313,2.5676,0.2625,0.1475,-9.9563,30.6469,10.863,12.089,149.596,g
20.7417,15.2144,2.4669,0.4573,0.2406,2.6314,-10.302,-8.5521,16.395,151.372,g
22.3238,11.6049,2.5231,0.4888,0.2504,28.8057,10.4378,-11.5998,18.82,206.474,g
79.6309,30.9289,3.466,0.1556,0.0788,73.8548,71.5445,18.1939,2.3084,270.704,g
32.9957,12.5757,2.4175,0.5507,0.327,20.9195,26.5732,-10.0969,71.066,65.1353,g
60.012,19.0335,2.9398,0.2389,0.1327,63.7436,29.51,-13.7127,11.1868,196.59,g
26.1033,19.74,2.7657,0.3105,0.1827,0.2545,-7.5265,-11.0293,5.4609,182.494,g
40.0436,29.8364,3.3093,0.1673,0.0881,43.8255,22.922,-18.7429,1.6058,147.6,g
18.8932,15.3311,2.4822,0.5239,0.3245,3.915,-16.1011,-9.6919,14.71,170.615,g
43.9241,10.9225,2.7202,0.381,0.2486,-10.3197,-22.4855,10.0655,21.329,66.8513,g
23.6577,9.8458,2.243,0.5657,0.3,-32.3346,16.0048,10.2052,26.831,126.2,g
28.4739,21.2686,2.6862,0.2945,0.1637,26.7542,12.1834,-16.0947,25.431,30.4329,g
70.0225,26.4199,3.3192,0.1654,0.087,-74.3157,60.8729,14.111,3.902,256.658,g
72.7908,23.7428,3.5405,0.1803,0.0903,34.9796,74.514,15.0871,4.2311,202.542,g
30.5807,12.704,2.2253,0.5298,0.2827,-19.9214,-13.3648,-4.5491,0.0648,129.373,g
35.086,19.428,3.1159,0.2688,0.1673,-10.5013,20.5008,-5.0981,11.3154,177.42,g
31.3015,12.9583,2.4616,0.418,0.2228,39.4292,16.4468,-6.6409,7.923,220.319,g
25.7334,16.1706,2.7316,0.4527,0.2792,6.2344,22.7043,-0.9389,49.1483,67.7852,g
19.6633,9.2678,2.2304,0.6176,0.4147,-20.4804,-14.1482,2.7477,81.0899,211.998,g
42.7735,24.0127,2.7447,0.2646,0.1485,-27.2832,-27.861,-23.4385,13.269,277.779,g
23.9467,14.5395,2.634,0.446,0.2404,-18.8146,12.5722,-8.6566,60.493,185.734,g
37.6122,14.3011,2.7404,0.3345,0.1918,6.1052,21.3123,10.0353,28.521,220.166,g
22.241,8.9672,2.2529,0.6536,0.338,0.7829,10.3637,9.4599,32.6097,185.545,g
27.506,17.6938,2.7263,0.338,0.1775,-28.9954,12.4763,-11.2782,3.3162,187.61,g
21.1305,12.5141,2.4057,0.4676,0.2534,-26.9401,-12.1122,-10.1223,81.2274,168.833,g
27.515,14.227,2.6196,0.4034,0.2197,-14.2964,-16.8821,9.1943,8.977,173.972,g
31.5473,16.5484,2.5993,0.3371,0.2,-1.0313,-21.8471,11.3766,10.6245,196.962,g
18.0693,9.6759,2.3598,0.7162,0.3996,-19.5487,-12.7659,6.8677,84.2593,185.565,g
67.9187,18.5575,2.9001,0.2605,0.1479,-0.1913,29.7202,15.8403,9.654,232.656,g
27.8546,16.5647,2.882,0.4173,0.2277,-12.7839,-19.3784,9.745,4.1367,213.389,g
81.8495,36.8892,2.772,0.2604,0.1513,-98.2812,25.5609,24.6676,16.194,237.432,g
23.4123,14.7674,2.4997,0.4684,0.2927,8.6813,14.9779,-13.7075,39.4624,212.326,g
70.2288,28.4154,3.1828,0.2553,0.1506,-19.6781,65.1319,-19.9625,1.562,321.541,g
34.1392,18.3298,2.5599,0.3994,0.2576,33.6157,16.5571,-9.5372,13.7301,112.276,g
29.0976,15.3475,2.6243,0.3919,0.2458,12.7534,6.2127,11.7229,36.077,194.115,g
29.4748,14.7801,2.8264,0.3743,0.1887,-19.2304,-15.1459,11.1788,10.721,162.78,g
38.941,22.4191,3.2844,0.2234,0.1265,23.2233,27.294,-13.0111,13.913,131.992,g
20.8484,12.248,2.437,0.5082,0.2797,-26.4809,-10.5577,-9.4669,68.6674,100.45,g
88.0174,21.6106,3.2456,0.1823,0.0934,77.0907,78.2005,2.3756,6.986,243.888,g
59.0112,26.2465,3.5361,0.1691,0.0921,48.3117,45.5126,-17.2875,1.8811,206.842,g
79.539,22.7182,3.4649,0.1793,0.0931,21.7908,75.6075,-11.0191,1.6851,267.36,g
106.364,49.748,4.3237,0.0584,0.0301,10.6809,83.0956,-23.9498,0.624,244.643,g
34.9792,22.7377,3.0222,0.247,0.1363,4.3277,13.4747,16.9388,4.075,94.4528,g
12.4899,11.9789,2.1688,0.6915,0.3559,15.9987,-8.5835,10.5907,45.6611,217.134,g
55.8434,21.4546,3.2007,0.2123,0.1169,-27.225,-27.5871,9.9968,5.4306,233.588,g
68.7354,20.5108,2.9251,0.2175,0.1182,46.1909,45.2258,-11.3574,9.3666,153.897,g
64.5226,14.9087,2.5557,0.3115,0.1878,79.1655,-40.6169,-7.4207,0.47,198.596,g
31.5737,19.7566,2.6258,0.3006,0.155,14.159,-5.5612,12.28,29.603,135.206,g
38.3448,14.1032,2.8238,0.3781,0.2093,40.6911,26.0716,-5.8822,0.1899,177.974,g
37.7253,16.6038,2.7716,0.2758,0.1497,19.6874,33.9511,7.8238,15.834,256.048,g
26.7751,18.1128,2.6556,0.4199,0.2155,19.1387,14.3378,-11.7582,66.0281,57.7037,g
33.0776,12.6328,2.5126,0.3963,0.2473,12.1478,-23.3928,-7.7522,29.307,97.1445,g
42.1712,11.9324,2.4829,0.4539,0.2418,45.024,17.3649,-9.1849,10.7626,124.56,g
67.2302,17.0296,2.9664,0.2896,0.1486,-126.614,59.9437,10.6782,13.9446,204.926,g
62.3261,18.0596,2.7574,0.3217,0.1705,60.5019,49.8049,7.7899,73.9247,122.613,g
63.7006,19.4801,3.2033,0.2549,0.1362,65.4462,46.0652,-11.9541,8.519,245.152,g
36.852,25.1337,3.0052,0.2184,0.1131,19.2474,29.5049,6.2066,8.877,98.7117,g
38.7558,15.7457,2.8041,0.3108,0.1562,40.2922,14.8127,-9.8638,3.952,148.485,g
57.7702,19.8409,3.146,0.2272,0.1504,33.752,43.2779,-4.8554,6.527,154.146,g
88.5562,23.4657,3.6856,0.1452,0.0851,74.4441,72.9694,10.4241,0.8794,230.344,g
41.745,19.728,3.1065,0.2504,0.1475,36.2267,34.9348,11.3817,1.2137,167.026,g
17.2692,11.1405,2.2504,0.5562,0.3118,1.2627,-6.3159,5.3486,40.0799,206.442,g
23.1041,16.8594,2.4281,0.4216,0.2146,-15.7757,-11.8597,10.5502,21.8327,202.634,g
35.315,16.4057,2.6871,0.3145,0.1799,44.3245,29.9203,-9.4979,5.231,151.136,g
30.7339,13.3786,2.5484,0.4583,0.3098,-17.5294,-25.4043,-12.3432,4.661,192.529,g
46.3706,21.9331,2.9206,0.3109,0.1603,26.5122,32.6991,-13.6362,2.447,264.805,g
47.0893,20.5962,2.9763,0.1911,0.0956,13.9659,39.1249,-7.5246,2.621,180.709,g
19.7221,15.8656,2.6248,0.5196,0.3096,7.4801,13.3605,-13.2124,31.983,132.292,g
32.9203,27.2356,3.2348,0.2679,0.1401,13.4766,28.0548,-17.264,13.181,130.225,g
31.4417,19.7318,2.9827,0.333,0.1722,23.7303,21.7099,10.6866,27.914,96.3967,g
77.8088,24.8816,3.233,0.1901,0.1108,67.6469,77.1651,-10.7477,19.558,201.848,g
71.9672,29.0411,3.4757,0.2371,0.1339,-26.1392,61.4417,-17.0144,2.8019,335.801,g
37.4443,24.6122,3.0257,0.2667,0.1447,6.9242,27.5978,-18.7103,7.341,162.335,g
94.8276,37.9939,4.0896,0.0905,0.0506,10.1907,86.3984,22.9415,1.024,192.106,g
38.0902,23.3226,3.2331,0.2619,0.1535,30.0035,27.8475,-13.6954,25.6015,78.4666,g
27.1239,17.6472,3.058,0.3132,0.1728,2.558,8.1116,-13.4637,16.169,234.602,g
28.9475,20.2296,2.78,0.2988,0.1751,19.3121,16.1185,-9.4908,56.0565,197.445,g
12.9683,11.098,2.3149,0.7458,0.4431,14.3448,-6.908,-9.6018,38.1314,162.358,g
35.7536,18.467,2.9834,0.267,0.1584,1.9518,-23.523,11.7761,0.226,132.719,g
43.9643,15.1253,2.8454,0.3212,0.2034,-24.454,-25.9433,11.334,1.228,171.96,g
58.6495,27.8697,3.0837,0.1814,0.0961,-6.1004,-38.1196,-12.0952,6.845,263.348,g
72.6419,23.1654,3.0101,0.2794,0.1832,-32.2986,41.3698,-20.6375,2.1522,329.579,g
20.9402,15.2975,2.5933,0.4235,0.2258,22.2469,11.1188,-7.8032,14.19,107.513,g
91.6993,42.7846,3.9713,0.1243,0.064,17.2429,51.3861,-29.1995,1.9921,346.239,g
17.8663,10.0635,2.4031,0.6482,0.413,18.7946,13.3886,3.5509,23.3338,76.7357,g
24.9509,12.2758,2.4928,0.4566,0.2331,31.4747,18.5466,6.3908,23.425,184.21,g
37.8835,12.4431,2.5752,0.3298,0.1662,-25.5734,-25.4924,-3.8536,6.518,242.106,g
34.9294,15.993,2.5658,0.3505,0.1861,31.1743,23.9472,-8.1753,1.3937,210.866,g
26.8589,11.3542,2.5145,0.4465,0.2248,37.5401,6.5357,-5.5475,0.638,145.696,g
26.889,9.8236,2.4433,0.4468,0.2324,34.4309,19.4041,-6.9568,18.419,192.16,g
77.8141,26.5122,3.7987,0.1644,0.0897,37.0051,65.7207,14.2353,2.712,218.662,g
20.2467,10.4762,2.3096,0.6275,0.3162,8.6645,-18.0061,10.9604,79.4844,161.749,g
19.8657,10.773,2.3324,0.5953,0.3326,-8.0461,17.5656,9.9813,17.929,53.4503,g
18.4491,7.3587,2.1945,0.8051,0.4824,3.9625,-8.2376,2.9172,42.315,135.144,g
39.4796,16.8977,2.932,0.3474,0.1959,31.9808,28.3,6.6446,1.129,198.882,g
112.635,31.147,2.9868,0.1918,0.1139,-117.267,89.9887,23.0827,17.724,277.313,g
27.1373,13.7348,2.4281,0.4851,0.2743,6.3929,20.5919,9.8976,17.2732,157.231,g
73.2648,27.0787,3.5292,0.1718,0.0897,28.7515,67.9722,18.8744,6.2195,285.997,g
61.374,22.8597,3.0245,0.2108,0.112,47.2363,46.4616,15.9629,3.713,262.058,g
31.257,10.796,2.4456,0.4086,0.2097,-19.0605,-23.4546,5.4537,1.9639,187.887,g
12.6846,11.7208,2.1055,0.7137,0.3725,-15.4833,7.3755,11.1393,4.176,200.477,g
12.8557,9.8076,2.4141,0.79,0.5723,11.1126,8.5403,4.8509,78.748,169.005,g
13.4592,10.0133,2.2055,0.8162,0.4704,-13.5799,-6.8066,11.5805,17.4488,116.823,g
28.7248,16.5417,2.6107,0.3358,0.1875,38.7981,15.164,10.4323,3.5355,226.558,g
12.641,9.2152,2.2516,0.8235,0.619,9.8947,10.0579,-7.2618,31.8219,175.094,g
76.4482,26.3884,3.0874,0.2257,0.1141,-29.7807,62.0248,16.3129,14.573,305.318,g
97.3151,28.5147,3.3217,0.1692,0.097,-38.872,80.0073,22.2258,2.984,319.867,g
13.109,10.6767,2.1156,0.7739,0.4713,-13.585,-2.5324,-10.4481,32.0404,203.513,g
20.4623,12.5622,2.3918,0.5355,0.3225,17.6169,13.219,-8.0259,65.011,65.8902,g
84.3787,33.7186,3.6211,0.2297,0.1222,-50.4275,-65.0604,-8.1588,0.1081,383.599,g
30.15,19.2314,2.7243,0.2642,0.1557,-4.2906,-10.2902,-9.0885,6.93,173.789,g
36.4567,9.6195,2.4698,0.522,0.2729,30.5904,22.7937,-3.6981,19.724,228.153,g
45.4678,23.5905,2.9172,0.1936,0.0974,61.7676,-13.4235,13.6138,1.087,169.837,g
29.4682,24.3438,2.9368,0.2718,0.144,26.8358,-14.4813,19.037,19.977,118.517,g
32.4134,16.0437,2.5821,0.3351,0.1793,-24.4907,-23.0998,-11.5562,17.831,186.169,g
71.3468,25.1598,3.0253,0.2047,0.1203,-120.403,51.7147,14.6913,8.6575,211.858,g
27.8936,23.3166,2.8698,0.3549,0.1964,11.4203,17.6953,-15.0672,82.8799,83.9734,g
23.8686,16.2113,2.3883,0.5153,0.3211,25.2185,15.2242,-11.02,68.464,158.83,g
95.6947,21.7506,3.5485,0.1259,0.0632,41.2638,83.1004,-8.6471,0.2763,237.781,g
86.7133,32.065,3.9639,0.1275,0.0657,-85.4238,68.7195,-15.8098,0.6696,254.693,g
66.7069,26.946,2.971,0.2694,0.1448,21.8764,31.9335,-18.6999,5.3847,256.118,g
48.8204,9.7049,2.7189,0.5826,0.4136,-48.1352,-38.0575,9.545,4.5898,282.387,g
67.9187,32.6559,3.5981,0.1342,0.0798,-66.878,30.696,-19.4972,0.794,273.901,g
19.6321,7.4005,2.0986,0.741,0.4263,1.6898,-7.898,-4.8491,8.5814,133.457,g
12.9651,11.2603,2.081,0.7469,0.4025,-14.9099,5.9191,-11.4327,56.521,182.309,g
45.5298,24.456,3.2177,0.1926,0.1142,-3.7433,-28.9219,-12.2948,5.7152,212.955,g
38.9699,14.8991,2.8264,0.3908,0.2573,17.0108,34.8474,-9.8419,14.53,215.223,g
87.8842,35.0948,3.7411,0.1899,0.0968,-35.405,29.1815,19.7623,4.122,364.982,g
32.0222,8.6668,2.3454,0.4966,0.2551,-36.883,-23.0419,-10.2571,35.625,43.7536,g
33.1706,15.5717,2.667,0.3918,0.253,31.8744,20.7756,7.7843,7.608,170.48,g
41.9654,13.3986,2.7619,0.2976,0.167,47.5821,-9.4224,8.4213,7.1441,137.348,g
27.8675,6.8238,2.3579,0.5965,0.3004,33.6239,17.9717,2.6727,8.5878,141.871,g
25.5991,12.5304,2.6959,0.4995,0.3293,7.2105,-19.2635,-9.913,8.7515,215.707,g
28.2338,16.3284,2.5308,0.4065,0.2047,-10.6634,21.8452,13.6102,8.526,217.377,g
22.9956,14.8647,2.4871,0.4169,0.2231,-15.3437,9.2633,11.9746,47.9304,128.131,g
27.0944,21.3476,3.1594,0.3332,0.1701,11.606,22.1001,10.4483,1.0148,69.6275,g
17.1072,11.2406,2.2989,0.5628,0.299,1.6386,-6.8364,4.3863,54.2205,223.327,g
24.4446,14.3012,2.5539,0.4385,0.2304,1.024,21.6145,4.5104,20.8407,171.033,g
22.7103,17.5142,2.541,0.3683,0.2,-9.0837,9.9208,-15.8225,78.773,140.182,g
97.1547,38.0068,3.972,0.1395,0.0706,-10.9403,70.3318,-22.4139,1.2669,349.885,g
35.7748,15.872,2.6493,0.4439,0.2993,13.2986,19.358,-13.7786,2.073,180.333,g
17.0875,11.2666,2.2553,0.5667,0.3083,0.7686,-5.2321,4.9075,56.4005,142.859,g
17.725,7.4803,2.1833,0.7738,0.5344,-0.4145,2.2463,3.8834,33.97,252.016,g
90.8484,33.0185,3.7827,0.1766,0.0923,-53.3876,49.7881,20.7582,2.5821,332.585,g
80.5967,31.8121,3.5604,0.0999,0.0541,90.83,57.0513,11.1907,5.9931,219.884,g
58.649,11.4742,2.7275,0.3839,0.2406,-87.1527,40.9113,-5.2842,5.308,254.139,g
40.2965,15.4665,2.6959,0.292,0.1541,-48.9599,-18.9337,-9.4184,0.125,210.714,g
50.0449,32.9152,2.9472,0.2021,0.1056,-30.7985,-37.444,19.2442,69.094,94.9161,g
20.3131,14.9422,2.3838,0.4463,0.2624,0.4564,-6.377,-3.9695,37.287,230.014,g
18.9434,10.2434,2.3483,0.5336,0.2892,-24.816,-7.7716,-1.8324,12.938,134.474,g
30.3594,16.9003,2.7033,0.3248,0.2069,10.4975,-13.2944,5.16,0.2976,248.599,g
21.5732,0,2.1222,0.7698,0.4792,-1.8113,9.6718,0,0.0002,118.189,g
45.2808,20.8866,3.0927,0.1979,0.103,8.9519,-24.6513,-5.7971,3.4724,217.62,g
34.313,17.8379,2.7694,0.3895,0.2338,11.8881,-26.385,9.2888,4.4274,191.113,g
88.4638,26.6695,3.444,0.2338,0.1509,-45.0756,44.1096,19.3974,0.533,295.65,g
26.3201,13.6678,2.4099,0.4202,0.2121,-32.1474,-18.1186,-10.5491,0.3082,262.888,g
48.8261,15.6801,2.8132,0.3105,0.2068,35.9477,40.7527,-5.4943,8.2676,142.795,g
18.7991,12.4262,2.3829,0.5507,0.3292,1.1589,-10.3469,9.4186,35.2698,165.139,g
23.4563,11.3381,2.5051,0.5188,0.2766,7.9259,6.9172,5.2721,21.817,141.462,g
92.6332,30.1404,3.6898,0.2141,0.1278,-20.7682,71.7015,14.4934,0.123,340.839,g
49.0345,13.0214,2.8379,0.305,0.1547,-25.2715,29.7617,-5.9572,5.173,233.504,g
19.2295,11.4438,2.3655,0.5991,0.3039,-10.422,-18.4222,8.9212,24.262,222.838,g
94.1836,27.4501,3.5029,0.2441,0.1519,-19.7617,40.3463,-18.0331,2.957,310.397,g
19.2296,7.437,2.1222,0.7547,0.4491,1.8458,-7.5664,4.2152,74.6152,179.885,g
43.7014,14.2281,2.86,0.2747,0.1401,-48.3086,24.9629,-2.6712,0.4341,197.124,g
25.3012,16.2202,2.5682,0.5568,0.3149,-17.2506,-27.258,-14.7233,48.5567,228.125,g
71.7681,27.3733,3.6294,0.2033,0.1025,27.6814,59.2579,-6.9685,5.254,283.419,g
31.3318,19.8114,2.6794,0.3222,0.2061,18.3913,22.1769,18.9498,18.65,77.5384,g
18.6774,17.6112,2.3551,0.5077,0.3068,22.6674,-4.1781,-6.7637,8.3828,179.516,g
13.1551,9.0786,2.4191,0.8495,0.581,-10.8994,-10.1658,10.5847,46.9567,97.3209,g
20.5012,16.254,2.4249,0.4662,0.25,-23.6191,-14.3202,-9.2264,5.932,159.226,g
24.8332,7.3512,2.3784,0.6695,0.3703,-12.3142,-10.9453,-4.0712,20.643,128.14,g
96.5408,37.4145,3.4348,0.1018,0.0564,106.233,57.73,-22.0443,9.0346,210.203,g
18.2899,16.9979,2.4362,0.5165,0.2912,14.9739,13.8627,10.3602,23.367,197.529,g
23.1716,9.5924,2.2742,0.6223,0.4016,21.7069,20.1332,11.3888,30.652,125.416,g
34.9922,18.443,2.9883,0.3225,0.1628,6.2692,16.2665,12.0407,8.191,215.527,g
70.1479,20.2556,3.4283,0.1984,0.1024,-5.4196,49.1044,-10.1769,8.2377,233.607,g
29.5611,16.2612,2.5587,0.3204,0.1699,7.6545,-8.9151,-5.6478,23.721,118.679,g
94.8427,46.5011,4.1613,0.0837,0.044,97.0851,82.8087,-29.6453,3.2764,264.476,g
71.6093,20.8942,2.7551,0.3638,0.1819,-31.573,-16.0592,-16.013,6.166,309.411,g
48.5152,22.2848,3.3116,0.1922,0.11,33.4214,18.4291,13.8125,0.6261,213.416,g
80.7882,55.0349,3.4713,0.1449,0.0725,31.8274,70.9064,58.148,22.529,277.398,g
27.1259,12.9634,2.5653,0.3918,0.1973,-13.1926,-16.2096,4.5179,21.073,99.2327,g
